48,36,ocd-division/state:tx/cd:36
48,07,ocd-division/state:tx/cd:7
48,18,ocd-division/state:tx/cd:18
48,29,ocd-division/state:tx/cd:29
48,15,ocd-division/state:tx/cd:15
48,23,ocd-division/state:tx/cd:23
48,10,ocd-division/state:tx/cd:10
48,01,ocd-division/state:tx/cd:1
47,08,ocd-division/state:tn/cd:8
47,09,ocd-division/state:tn/cd:9
47,07,ocd-division/state:tn/cd:7
47,06,ocd-division/state:tn/cd:6
47,05,ocd-division/state:tn/cd:5
47,04,ocd-division/state:tn/cd:4
47,03,ocd-division/state:tn/cd:3
47,02,ocd-division/state:tn/cd:2
47,01,ocd-division/state:tn/cd:1
46,01,ocd-division/state:sd/cd:1
45,03,ocd-division/state:sc/cd:3
45,05,ocd-division/state:sc/cd:5
45,04,ocd-division/state:sc/cd:4
45,07,ocd-division/state:sc/cd:7
45,02,ocd-division/state:sc/cd:2
45,01,ocd-division/state:sc/cd:1
45,06,ocd-division/state:sc/cd:6
44,02,ocd-division/state:ri/cd:2
44,01,ocd-division/state:ri/cd:1
42,09,ocd-division/state:pa/cd:9
42,05,ocd-division/state:pa/cd:5
42,18,ocd-division/state:pa/cd:18
42,12,ocd-division/state:pa/cd:12
42,14,ocd-division/state:pa/cd:14
42,10,ocd-division/state:pa/cd:10
42,17,ocd-division/state:pa/cd:17
42,11,ocd-division/state:pa/cd:11
42,04,ocd-division/state:pa/cd:4
42,08,ocd-division/state:pa/cd:8
42,15,ocd-division/state:pa/cd:15
42,07,ocd-division/state:pa/cd:7
42,16,ocd-division/state:pa/cd:16
42,06,ocd-division/state:pa/cd:6
42,02,ocd-division/state:pa/cd:2
42,13,ocd-division/state:pa/cd:13
42,01,ocd-division/state:pa/cd:1
42,03,ocd-division/state:pa/cd:3
41,02,ocd-division/state:or/cd:2
41,04,ocd-division/state:or/cd:4
41,05,ocd-division/state:or/cd:5
41,01,ocd-division/state:or/cd:1
41,03,ocd-division/state:or/cd:3
40,03,ocd-division/state:ok/cd:3
40,04,ocd-division/state:ok/cd:4
40,01,ocd-division/state:ok/cd:1
40,02,ocd-division/state:ok/cd:2
40,05,ocd-division/state:ok/cd:5
39,05,ocd-division/state:oh/cd:5
39,04,ocd-division/state:oh/cd:4
39,08,ocd-division/state:oh/cd:8
39,10,ocd-division/state:oh/cd:10
39,01,ocd-division/state:oh/cd:1
39,15,ocd-division/state:oh/cd:15
39,06,ocd-division/state:oh/cd:6
39,02,ocd-division/state:oh/cd:2
39,07,ocd-division/state:oh/cd:7
39,12,ocd-division/state:oh/cd:12
39,14,ocd-division/state:oh/cd:14
39,16,ocd-division/state:oh/cd:16
39,09,ocd-division/state:oh/cd:9
39,11,ocd-division/state:oh/cd:11
39,13,ocd-division/state:oh/cd:13
39,03,ocd-division/state:oh/cd:3
36,23,ocd-division/state:ny/cd:23
36,27,ocd-division/state:ny/cd:27
36,24,ocd-division/state:ny/cd:24
36,22,ocd-division/state:ny/cd:22
36,21,ocd-division/state:ny/cd:21
36,19,ocd-division/state:ny/cd:19
36,20,ocd-division/state:ny/cd:20
36,18,ocd-division/state:ny/cd:18
36,26,ocd-division/state:ny/cd:26
36,25,ocd-division/state:ny/cd:25
36,17,ocd-division/state:ny/cd:17
36,16,ocd-division/state:ny/cd:16
36,14,ocd-division/state:ny/cd:14
36,11,ocd-division/state:ny/cd:11
36,10,ocd-division/state:ny/cd:10
36,13,ocd-division/state:ny/cd:13
36,15,ocd-division/state:ny/cd:15
36,12,ocd-division/state:ny/cd:12
36,09,ocd-division/state:ny/cd:9
36,08,ocd-division/state:ny/cd:8
36,07,ocd-division/state:ny/cd:7
36,06,ocd-division/state:ny/cd:6
36,03,ocd-division/state:ny/cd:3
36,05,ocd-division/state:ny/cd:5
36,04,ocd-division/state:ny/cd:4
36,02,ocd-division/state:ny/cd:2
36,01,ocd-division/state:ny/cd:1
32,02,ocd-division/state:nv/cd:2
32,03,ocd-division/state:nv/cd:3
32,01,ocd-division/state:nv/cd:1
35,01,ocd-division/state:nm/cd:1
35,02,ocd-division/state:nm/cd:2
34,02,ocd-division/state:nj/cd:2
34,01,ocd-division/state:nj/cd:1
34,04,ocd-division/state:nj/cd:4
34,12,ocd-division/state:nj/cd:12
34,11,ocd-division/state:nj/cd:11
